T (degC),p (mbar),rh (%),model_prediction,anomaly_status,anomaly_score
13.97,997.13,82.5,1,Normal,0.43493256891406606
13.87,997.21,82.7,1,Normal,0.43279893993703483
13.73,997.24,83.3,1,Normal,0.433256213811676
13.65,997.29,83.6,1,Normal,0.43231237017102947
13.56,997.24,84.2,1,Normal,0.4291436959615747
13.5,997.22,84.7,1,Normal,0.428027208321378
13.4,997.25,85.1,1,Normal,0.4302689508974147
13.37,997.33,85.2,1,Normal,0.428081252331671
13.22,997.35,85.9,1,Normal,0.42584419517027094
25.0,997.36,86.3,1,Normal,0.5401931774619116
13.06,997.36,86.9,1,Normal,0.42456273314844656
12.92,997.33,87.6,1,Normal,0.4297003634748826
12.64,997.34,88.3,1,Normal,0.42829734984574386
12.36,997.33,90.6,1,Normal,0.429227947627135
12.5,997.28,89.8,1,Normal,0.4274005596685745
12.21,997.35,90.1,1,Normal,0.42440667884486444
11.82,997.4,92.2,1,Normal,0.4315350735687727
11.68,997.35,93.4,1,Normal,0.4379442538961687
11.65,997.35,93.6,1,Normal,0.4378064211951419
11.64,997.38,93.5,1,Normal,0.4378064211951419
11.63,997.43,93.4,1,Normal,0.4379442538961687
11.68,997.37,92.4,1,Normal,0.43253529700926296
11.62,997.36,91.9,1,Normal,0.42768664744484003
11.57,997.41,91.7,1,Normal,0.4282125396184782
11.58,997.43,91.7,1,Normal,0.4282125396184782
11.57,997.38,91.9,1,Normal,0.42768664744484003
11.56,997.32,91.9,1,Normal,0.4265503776868457
11.63,997.25,91.0,1,Normal,0.4268158545387853
11.64,997.21,90.5,1,Normal,0.4236301202633623
11.65,997.16,90.5,1,Normal,0.4240106446587249
11.63,997.09,90.6,1,Normal,0.4240106446587249
11.6,997.07,91.0,1,Normal,0.4258815680501149
11.62,997.04,91.1,1,Normal,0.42484640561045417
11.63,996.96,91.2,1,Normal,0.42291850387683705
11.63,996.91,91.4,1,Normal,0.4249600095593191
11.6,996.87,91.5,1,Normal,0.4249600095593191
11.56,996.85,91.8,1,Normal,0.42359679254161575
11.51,996.85,92.2,1,Normal,0.4268835125561892
11.52,996.85,92.4,1,Normal,0.4278729544851763
11.44,996.83,92.6,1,Normal,0.42595181864398374
11.34,996.74,93.4,1,Normal,0.43168339963942265
11.27,996.74,94.3,1,Normal,0.4395327294563434
11.28,996.72,95.0,1,Normal,0.4423222205508939
11.36,996.73,95.4,1,Normal,0.4472441224246451
11.43,996.72,95.4,1,Normal,0.44864565258256034
11.49,996.71,95.3,1,Normal,0.4476353462765325
11.55,996.72,95.1,1,Normal,0.4440186442256352
11.61,996.74,94.6,1,Normal,0.4433331965402099
11.66,996.75,94.1,1,Normal,0.4386620618329042
11.71,996.85,93.8,1,Normal,0.4361812578815004
11.73,996.83,93.7,1,Normal,0.43448101987387566
11.8,996.8,93.6,1,Normal,0.43343645543508136
11.86,996.86,93.0,1,Normal,0.4326076890606569
11.87,996.91,92.6,1,Normal,0.4282989497091894
11.87,996.91,92.6,1,Normal,0.4282989497091894
11.88,996.98,92.3,1,Normal,0.4266346092883258
11.88,996.99,92.4,1,Normal,0.4288425089594918
11.93,996.98,92.2,1,Normal,0.42785082496813714
11.93,997.06,92.2,1,Normal,0.43049662752379375
11.93,997.15,92.0,1,Normal,0.42813126323117756
11.99,997.15,91.9,1,Normal,0.4266574622528775
12.05,997.22,91.5,1,Normal,0.4280500461597491
25.0,997.22,91.3,1,Normal,0.5406318883994811
12.12,997.2,91.0,1,Normal,0.42934872256328666
12.16,997.22,90.9,1,Normal,0.4299300987659171
12.21,997.22,90.8,1,Normal,0.4299300987659171
12.27,997.23,90.7,1,Normal,0.43054536675029886
12.32,997.22,90.4,1,Normal,0.4289504010708954
12.38,997.2,90.2,1,Normal,0.42640079817123183
12.42,997.24,90.0,1,Normal,0.4260822662511322
12.5,997.33,90.2,1,Normal,0.426328282982685
12.61,997.39,89.6,1,Normal,0.42833316445139064
12.66,997.47,89.2,1,Normal,0.42842898553621706
12.71,997.52,89.1,1,Normal,0.428368873099354
12.76,997.57,89.1,1,Normal,0.42692306689691406
12.85,997.63,89.0,1,Normal,0.42915114095920504
12.94,997.73,88.7,1,Normal,0.4289090685733255
13.01,997.83,88.5,1,Normal,0.4292004058240503
13.13,997.85,88.2,1,Normal,0.429112483692788
13.21,997.95,88.0,1,Normal,0.4326998490740452
13.2,997.95,88.0,1,Normal,0.4326998490740452
13.25,997.88,87.7,1,Normal,0.43372986263973623
13.35,997.8,87.5,1,Normal,0.43155433273606214
13.46,997.79,86.8,1,Normal,0.4279508461925293
13.52,997.68,86.4,1,Normal,0.4277107968721467
13.65,997.64,85.5,1,Normal,0.43133197925288663
13.9,997.62,84.9,1,Normal,0.4320833084624808
14.29,997.53,83.3,1,Normal,0.4386246335720296
14.68,997.44,81.4,1,Normal,0.435600680679776
15.27,997.32,79.8,1,Normal,0.451004475664481
15.6,997.22,76.0,1,Normal,0.441248909966229
15.81,997.21,73.1,1,Normal,0.4383308902887357
15.81,997.23,72.5,1,Normal,0.4373807095210624
16.45,997.19,71.4,1,Normal,0.43914228277841955
16.13,997.14,70.9,1,Normal,0.44023428791825914
16.12,997.06,72.0,1,Normal,0.43510163497214294
15.88,997.04,72.9,1,Normal,0.437567733491735
18.62648108493933,996.97,74.3,1,Normal,0.4614668177311534
15.65,996.91,75.3,1,Normal,0.43669705754740074
15.72,996.82,75.7,1,Normal,0.4320244672182838
15.81,996.84,75.6,1,Normal,0.43692412651427576
15.8,996.92,75.6,1,Normal,0.4400418969877873
15.63,996.95,76.8,1,Normal,0.43803132506197895
15.48,996.99,77.7,1,Normal,0.44439460174465206
15.32,996.98,78.5,1,Normal,0.4438043273705545
15.27,996.95,79.3,1,Normal,0.44830274922510926
15.23,996.88,79.6,1,Normal,0.44987260442228055
15.3,996.86,80.0,1,Normal,0.4451258551831801
15.16,996.77,80.5,1,Normal,0.43427956338817747
15.13,996.68,81.0,1,Normal,0.4297939641723289
15.19,996.63,80.9,1,Normal,0.42964774596732347
15.19,996.63,80.9,1,Normal,0.42964774596732347
15.31,996.53,80.8,1,Normal,0.4307335612825538
15.33,996.48,80.9,1,Normal,0.4313168126794809
15.34,996.38,81.3,1,Normal,0.43063141297245
15.38,996.37,81.2,1,Normal,0.42911707516748615
23.418565310492504,996.38,81.4,1,Normal,0.5014729272807323
15.48,996.35,81.5,1,Normal,0.430287847976629
15.55,996.28,81.5,1,Normal,0.431540421863144
15.57,996.24,81.2,1,Normal,0.4283636249646314
15.6,996.25,81.5,1,Normal,0.42901363056931485
15.66,996.25,81.4,1,Normal,0.4313320051826747
15.72,996.24,81.3,1,Normal,0.43242033154603104
15.74,996.24,81.3,1,Normal,0.43242033154603104
15.8,996.24,81.2,1,Normal,0.43089970291567825
15.84,996.24,81.4,1,Normal,0.43236400407926284
15.9,996.24,81.1,1,Normal,0.43084357352738234
15.92,996.24,81.4,1,Normal,0.43236400407926284
15.81,996.24,82.1,1,Normal,0.4377925233971091
15.84,996.23,82.2,1,Normal,0.4377925233971091
15.87,996.24,82.5,1,Normal,0.4374612546444427
15.89,996.22,82.7,1,Normal,0.43841161039108845
15.92,996.23,82.7,1,Normal,0.43841161039108845
15.98,996.23,82.4,1,Normal,0.4365199682505472
15.98,996.22,82.6,1,Normal,0.43841161039108845
16.0,996.23,82.6,1,Normal,0.43841161039108845
16.0,996.32,82.7,1,Normal,0.43971374082640274
16.07,996.26,82.4,1,Normal,0.4390909701413131
16.12,996.33,82.3,1,Normal,0.4390406891511105
16.2,996.27,82.0,1,Normal,0.43868515109039613
16.3,996.34,81.5,1,Normal,0.4321937079822089
16.3,996.35,81.6,1,Normal,0.4331970363477832
16.38,996.37,81.1,1,Normal,0.43153888418995656
16.39,996.35,81.2,1,Normal,0.43153888418995656
16.4,996.31,81.2,1,Normal,0.4321232260654369
16.35,996.26,81.6,1,Normal,0.4350463736456831
16.34,996.24,81.6,1,Normal,0.43249905401200006
16.36,996.24,81.5,1,Normal,0.43149734224445707
16.32,996.24,81.5,1,Normal,0.43149734224445707
1.25,996.24,81.7,1,Normal,0.42891708111751425
16.14,996.24,82.3,1,Normal,0.4377405518331123
16.09,996.23,82.5,1,Normal,0.4374612546444427
16.14,996.24,82.3,1,Normal,0.4377405518331123
16.18,996.27,81.9,1,Normal,0.43704523037388604
16.17,996.24,81.9,1,Normal,0.4344862068683926
16.18,996.24,81.8,1,Normal,0.43364872111261477
16.21,996.24,81.6,1,Normal,0.43249905401200006
16.25,996.26,81.3,1,Normal,0.4349105283000033
16.11,996.18,82.1,1,Normal,0.4377925233971091
15.95,996.07,82.5,1,Normal,0.4371653744517078
15.83,996.02,82.9,1,Normal,0.4403674652995102
15.57,995.96,84.2,1,Normal,0.43560617073470537
15.36,995.87,84.9,1,Normal,0.4341260608330488
15.2,995.89,85.4,1,Normal,0.4339594166504108
15.06,995.88,85.9,1,Normal,0.43195658125618913
14.88,995.83,86.6,1,Normal,0.42946489363995816
14.76,995.75,87.0,1,Normal,0.4290456575378684
14.61,995.64,87.7,1,Normal,0.4328142334700583
14.4,995.52,88.4,1,Normal,0.4303983454860483
14.26,995.48,88.7,1,Normal,0.42746919441984116
14.07,995.38,89.5,1,Normal,0.4293395771254534
13.9,995.36,90.1,1,Normal,0.4234515696159311
13.73,995.37,90.7,1,Normal,0.42806170911673913
13.57,995.35,91.5,1,Normal,0.4289627927732024
13.43,995.38,91.9,1,Normal,0.4271924161644103
13.29,995.29,92.3,1,Normal,0.4305049603091284
13.17,995.27,92.5,1,Normal,0.4323588504971573
13.05,995.34,93.0,1,Normal,0.43788610303877035
12.97,995.25,93.1,1,Normal,0.44175839526963606
12.82,995.19,93.3,1,Normal,0.4404447779073512
12.71,995.16,93.7,1,Normal,0.44086658732354456
12.67,995.23,94.0,1,Normal,0.44890272152729915
12.67,995.24,93.8,1,Normal,0.4440357086908083
12.68,995.25,93.6,1,Normal,0.44230485397154434
12.76,995.15,93.5,1,Normal,0.43937859954845454
12.89,995.16,93.1,1,Normal,0.44027388349916435
12.98,995.16,92.7,1,Normal,0.432696046379494
13.0,995.23,92.5,1,Normal,0.4326864971231004
13.0,995.25,92.6,1,Normal,0.4326864971231004
12.93,995.16,92.7,1,Normal,0.432696046379494
12.98,995.14,93.3,1,Normal,0.44049281861917555
12.95,995.2,93.2,1,Normal,0.441642811792047
12.88,995.18,93.0,1,Normal,0.4384077114442374
12.83,995.13,93.6,1,Normal,0.44030615822493274
12.8,995.04,93.8,1,Normal,0.44202919152434483
12.86,995.01,94.2,1,Normal,0.4494286641523628
12.87,995.01,94.7,1,Normal,0.4512047668686093
12.85,994.95,94.9,1,Normal,0.44862949142396125
12.8,994.93,95.0,1,Normal,0.44986680038258403
12.72,994.95,94.9,1,Normal,0.4492005146013409
12.68,995.05,94.8,1,Normal,0.4502331692005004
12.6,995.08,94.7,1,Normal,0.45177906789997574
12.49,995.15,95.1,1,Normal,0.44985941551302516
12.42,995.17,95.6,1,Normal,0.4544797062141522
12.38,995.2,96.0,1,Normal,0.4595383094721589
12.34,995.19,96.2,1,Normal,0.45806416971861197
12.41,995.21,96.5,1,Normal,0.45976970090552366
12.45,995.22,96.3,1,Normal,0.4606610199403784
25.0,995.16,96.4,1,Normal,0.5542254201431474
12.61,995.15,96.3,1,Normal,0.4611838771886214
12.58,995.08,96.0,1,Normal,0.45987290843507345
12.62,995.08,96.0,1,Normal,0.4611838771886214
12.74,995.07,95.9,1,Normal,0.4567336783939733
12.85,995.06,95.4,1,Normal,0.45549189816173513
12.94,995.13,94.8,1,Normal,0.4497098792500618
13.07,995.18,94.0,1,Normal,0.445228277098649
13.23,995.23,93.1,1,Normal,0.4394881965797929
13.38,995.26,92.4,1,Normal,0.43416501788161005
13.46,995.26,91.9,1,Normal,0.4266269520075
13.56,995.25,91.6,1,Normal,0.42772994218252025
13.62,995.26,91.3,1,Normal,0.42805408096725855
13.66,995.19,91.4,1,Normal,0.4263390695645329
13.67,995.08,91.4,1,Normal,0.4255924792021154
13.71,995.02,91.5,1,Normal,0.4269271268846736
13.97,995.0,90.8,1,Normal,0.42632183887938563
14.13,994.95,90.3,1,Normal,0.4282218212963909
14.24,994.98,90.0,1,Normal,0.42371951880389547
14.24,994.96,90.2,1,Normal,0.4242722449536625
14.17,994.9,90.7,1,Normal,0.4298393596179614
14.15,994.9,90.6,1,Normal,0.4295371691792687
14.09,994.89,91.1,1,Normal,0.4307190685670029
14.07,994.88,90.9,1,Normal,0.43161145538604934
14.03,994.82,91.2,1,Normal,0.4296933711994772
14.21,994.77,90.8,1,Normal,0.4310018925271183
14.22,994.71,90.6,1,Normal,0.4297589095674842
14.33,994.64,90.8,1,Normal,0.43259675823763805
29.65,994.61,89.9,1,Normal,0.5872682528878505
14.8,994.55,89.4,1,Normal,0.42842966482275835
14.88,994.52,89.5,1,Normal,0.43052421374918554
14.96,994.44,89.2,1,Normal,0.42936168283272047
15.06,994.29,89.3,1,Normal,0.4303401621968942
15.17,994.25,89.2,1,Normal,0.4310607380859286
15.27,994.25,88.9,1,Normal,0.43035704162530203
15.4,994.21,88.8,1,Normal,0.4310236760839567
15.63,994.09,88.2,1,Normal,0.4311956294911721
15.75,994.03,87.6,1,Normal,0.4324004308734768
15.84,993.96,87.7,1,Normal,0.43244520546842574
15.91,993.94,87.5,1,Normal,0.4329558321035299
16.1,993.93,86.6,1,Normal,0.429175025418959
16.17,993.88,86.6,1,Normal,0.4294854108424854
16.33,993.83,85.9,1,Normal,0.4293239989349041
16.63,993.82,84.2,1,Normal,0.42980092908772743
17.0,993.73,82.8,1,Normal,0.4351706509605649
16.95,993.62,83.4,1,Normal,0.43698662268837646
17.03,993.49,82.8,1,Normal,0.43550031168423264
17.04,993.37,81.9,1,Normal,0.43160994119537865
17.23,993.23,81.9,1,Normal,0.4343973351019034
17.45,993.1,81.2,1,Normal,0.43109631877942
17.42,993.06,80.9,1,Normal,0.43239020393711464
17.43,993.01,80.9,1,Normal,0.43239020393711464
17.58,992.93,80.8,1,Normal,0.4299087599260451
17.62,992.92,81.0,1,Normal,0.4316404211592939
17.4,992.93,81.8,1,Normal,0.43394909605943977
17.42,992.93,82.4,1,Normal,0.43562433415725976
17.45,992.84,82.6,1,Normal,0.4375056109608708
17.63,992.75,81.8,1,Normal,0.43301841706685434
17.76,992.68,81.5,1,Normal,0.43003129427212133
17.8,992.64,81.4,1,Normal,0.43089501155153537
17.9,992.57,81.0,1,Normal,0.4324180530591142
18.04,992.53,80.6,1,Normal,0.42854421922471175
18.01,992.53,81.0,1,Normal,0.43027038412372887
17.71,992.45,81.9,1,Normal,0.43044473992081067
17.46,992.45,82.9,1,Normal,0.43475961456096085
17.24,992.54,84.0,1,Normal,0.4376066040004281
17.03,992.54,85.3,1,Normal,0.4308987694383044
16.94,992.61,85.6,1,Normal,0.4330982038227482
16.88,992.67,85.8,1,Normal,0.4342719045972886
16.79,992.6,86.2,1,Normal,0.4261110674828713
16.75,992.57,86.1,1,Normal,0.4262009854549108
16.43,992.57,88.0,1,Normal,0.4310288886963352
16.14,992.55,89.5,1,Normal,0.43139106050312853
15.89,992.56,90.9,1,Normal,0.436537635651803
15.8,992.49,91.5,1,Normal,0.4382620407365325
15.73,992.5,91.9,1,Normal,0.43802006481657163
15.63,992.45,92.2,1,Normal,0.4453377613948611
15.33,992.46,92.9,1,Normal,0.44495624600375283
15.21,992.4,93.6,1,Normal,0.44396623259056384
15.2,992.43,94.0,1,Normal,0.4492252423074566
15.26,992.42,94.1,1,Normal,0.4492252423074566
15.22,992.39,93.8,1,Normal,0.4460052477057961
15.01,992.31,93.9,1,Normal,0.446749605262873
14.76,992.3,94.3,1,Normal,0.4480414211481719
14.78,992.31,95.1,1,Normal,0.4488198525620062
14.54,992.28,95.2,1,Normal,0.45054689347564203
14.36,992.19,95.6,1,Normal,0.450817756008957
14.3,992.19,96.0,1,Normal,0.45757594835002563
14.27,992.2,96.2,1,Normal,0.45757594835002563
14.22,992.21,96.3,1,Normal,0.4572664634337016
14.07,992.25,96.3,1,Normal,0.45624075626442506
14.0,992.19,96.6,1,Normal,0.45566884405931185
14.0,992.18,96.8,1,Normal,0.4582487446365911
13.96,992.08,96.9,1,Normal,0.46049932937390653
13.83,992.06,97.0,1,Normal,0.4608739514595457
13.85,991.96,97.1,1,Normal,0.4639494224872267
13.4,991.94,96.5,1,Normal,0.4543172254192554
13.25,991.94,97.1,1,Normal,0.46193018744659214
13.25,991.84,97.4,1,Normal,0.4680779481843352
13.18,991.82,97.2,1,Normal,0.46544115761804983
13.07,991.77,97.5,1,Normal,0.47026362321644666
13.0,991.71,97.6,1,Normal,0.4720241573302806
12.97,991.68,97.9,1,Normal,0.4730383761470746
13.01,991.59,98.1,1,Normal,0.4778941900507814
13.04,991.5,98.3,1,Normal,0.4785530505532393
13.02,991.45,98.4,1,Normal,0.4789752403061232
12.91,991.41,98.5,1,Normal,0.4807983677541639
12.93,991.38,98.7,1,Normal,0.4832758350883866
12.94,991.42,98.7,1,Normal,0.480750113605626
12.92,991.37,98.8,1,Normal,0.48257956847806527
12.87,991.33,98.8,1,Normal,0.48237177001946296
12.86,991.27,98.9,1,Normal,0.48276598299609147
12.87,991.2,99.0,1,Normal,0.48491187280523773
12.95,991.18,99.1,1,Normal,0.48544910263445556
12.98,991.1,99.1,1,Normal,0.48326123474335536
12.87,991.01,99.1,1,Normal,0.4832336577653525
12.87,990.96,99.2,1,Normal,0.4907535179658763
12.89,990.96,99.2,1,Normal,0.49091138188992717
12.89,990.95,99.2,1,Normal,0.49091138188992717
12.87,990.84,99.3,1,Normal,0.49141804170080017
12.88,990.84,99.3,1,Normal,0.491576119386588
12.88,990.83,99.3,1,Normal,0.491576119386588
12.81,990.78,99.3,1,Normal,0.49230295849171346
12.84,990.71,99.4,1,Normal,0.491898434198287
12.8,990.63,99.4,1,Normal,0.4894718464183542
12.79,990.59,99.4,1,Normal,0.4897550735331486
12.71,990.59,99.3,1,Normal,0.4914136649232495
12.63,990.6,99.4,1,Normal,0.4914136649232495
12.59,990.59,99.4,1,Normal,0.4914136649232495
12.55,990.59,99.4,1,Normal,0.48935413563852503
12.48,990.55,99.5,1,Normal,0.4900887086516139
12.43,990.47,99.5,1,Normal,0.4887696578744531
12.41,990.51,99.5,1,Normal,0.4900887086516139
12.37,990.52,99.5,1,Normal,0.4900887086516139
12.28,990.48,99.5,1,Normal,0.4886528280507501
12.27,990.46,99.5,1,Normal,0.48671009841443247
12.22,990.47,99.5,1,Normal,0.4860712059022214
12.22,990.39,99.6,1,Normal,0.4861289156133249
12.22,990.37,99.6,1,Normal,0.4861289156133249
12.2,990.4,99.6,1,Normal,0.4861289156133249
12.22,990.48,99.6,1,Normal,0.4880113853645814
12.27,990.53,99.6,1,Normal,0.48802359102434095
12.33,990.48,99.6,1,Normal,0.4886528280507501
12.5,990.47,99.7,1,Normal,0.4877979127617443
12.6,990.5,99.6,1,Normal,0.49204727296790174
12.7,990.54,99.6,1,Normal,0.4914136649232495
12.8,990.49,99.6,1,Normal,0.490669194398716
12.95,990.47,99.6,1,Normal,0.4889289808368638
13.09,990.44,99.5,1,Normal,0.48707502311801815
13.15,990.46,99.5,1,Normal,0.48707502311801815
13.29,990.41,99.5,1,Normal,0.4871328520091941
13.48,990.35,99.6,1,Normal,0.48737683898430956
13.69,990.35,99.5,1,Normal,0.48803679039678166
14.01,990.35,99.5,1,Normal,0.48946980109103605
14.31,990.34,99.3,1,Normal,0.49131863628232475
14.76,990.25,98.8,1,Normal,0.4829366557465441
15.2,990.21,98.3,1,Normal,0.48513760938067896
15.9,990.18,98.0,1,Normal,0.48688030839640667
16.93,990.09,98.2,1,Normal,0.4950651977250048
17.73,990.03,98.8,1,Normal,0.5006204691292045
18.2,989.94,98.6,1,Normal,0.5032747225137956
18.63,989.86,97.7,1,Normal,0.495108832833722
19.57,989.8,95.2,1,Normal,0.48040434621511735
19.89,989.73,88.9,1,Normal,0.44663215322384026
20.39,989.61,80.4,1,Normal,0.44129690683943
21.14,989.54,75.7,1,Normal,0.4547061656083238
21.75,989.4,73.4,1,Normal,0.45799222336936946
22.35,989.32,71.7,1,Normal,0.4528618089901769
23.02,989.22,69.97,1,Normal,0.4499157971220243
22.89,989.11,70.7,1,Normal,0.44961149320629784
22.74,989.06,70.7,1,Normal,0.44961149320629784
23.02,988.99,70.2,1,Normal,0.4499157971220243
23.27,988.89,69.47,1,Normal,0.4506340842372567
23.47,988.84,69.45,1,Normal,0.4530029182167699
23.64,988.74,69.34,1,Normal,0.4560879351348072
23.79,988.57,68.75,1,Normal,0.4609644456639213
24.19,988.37,67.64,1,Normal,0.46302623395310655
24.45,988.25,65.46,1,Normal,0.4644171202214389
24.52,988.16,64.58,1,Normal,0.4760989906575447
24.78,988.08,62.51,1,Normal,0.4810857609973432
24.86,987.96,62.56,1,Normal,0.4820632408127481
25.02,987.88,61.71,1,Normal,0.48893408676347433
25.13,987.8,60.26,1,Normal,0.4880288773999676
25.09,987.75,60.76,1,Normal,0.48781619201879634
25.28,987.67,60.33,1,Normal,0.4884527398526017
25.33,987.62,59.32,1,Normal,0.4877922259693564
25.47,987.57,58.37,1,Normal,0.4934178796085363
25.18,987.5,61.56,1,Normal,0.48805653065249704
24.99,987.43,62.12,1,Normal,0.4833308092794456
24.9,987.36,62.93,1,Normal,0.48352792623801755
24.98,987.31,62.39,1,Normal,0.48557637950386073
24.85,987.25,62.35,1,Normal,0.48216520022837567
24.88,987.18,63.19,1,Normal,0.48545915267213124
24.76,987.07,64.1,1,Normal,0.48436042410878216
24.66,987.01,65.1,1,Normal,0.47604256652292254
24.52,986.93,65.62,1,Normal,0.4708669605508086
24.43,986.86,66.06,1,Normal,0.46463269176845357
24.39,986.85,66.09,1,Normal,0.46463269176845357
24.43,986.89,65.63,1,Normal,0.4649294183637973
24.29,986.89,65.54,1,Normal,0.4652440896848875
24.09,986.88,65.83,1,Normal,0.46524208649119003
23.93,986.79,66.28,1,Normal,0.4655841963654703
23.82,986.78,67.19,1,Normal,0.4618829336911093
23.61,986.87,68.67,1,Normal,0.4624166500130896
23.31,986.91,69.99,1,Normal,0.4507259664591267
23.16,986.9,70.4,1,Normal,0.44625853426275874
23.02,986.89,71.0,1,Normal,0.44724374352365076
22.83,986.9,71.8,1,Normal,0.44839823024503217
22.62,986.9,72.6,1,Normal,0.45501430836325485
22.47,986.94,73.2,1,Normal,0.45726776262129365
22.35,987.0,73.8,1,Normal,0.4580232353003882
22.16,986.91,74.6,1,Normal,0.45719655189202363
21.95,986.87,75.5,1,Normal,0.4601602835301353
21.81,986.9,75.5,1,Normal,0.4559125017590799
21.71,987.06,75.4,1,Normal,0.4529732046212758
21.4,987.15,76.8,1,Normal,0.4495047809661125
21.07,987.17,78.0,1,Normal,0.4442328433173324
21.13,987.28,77.5,1,Normal,0.45454966250188816
20.99,987.37,78.0,1,Normal,0.4446391482846497
21.04,987.37,77.8,1,Normal,0.4458441251423839
20.86,987.4,78.9,1,Normal,0.44799188946066276
20.55,987.39,80.4,1,Normal,0.44673597186534825
20.1,987.38,82.4,1,Normal,0.43403195416214047
19.15,987.33,87.0,1,Normal,0.43320157780377294
18.99,987.24,88.8,1,Normal,0.4321986942588699
19.63,987.14,85.0,1,Normal,0.4385187015671818
19.58,987.14,85.6,1,Normal,0.43866312619115494
19.03,987.27,87.9,1,Normal,0.43161848075742537
18.7,987.3,89.7,1,Normal,0.4338638013108957
18.76,987.22,89.7,1,Normal,0.43415744694857583
18.9,987.15,88.4,1,Normal,0.4335110418748016
18.61,987.2,89.5,1,Normal,0.4338638013108957
18.48,987.2,90.1,1,Normal,0.43383360487569195
18.5,987.14,88.9,1,Normal,0.4330761219985462
18.59,987.15,87.8,1,Normal,0.43075331330375205
18.63,987.16,87.6,1,Normal,0.43273820292254106
18.32,987.27,89.2,1,Normal,0.43310951040734125
18.26,987.22,90.2,1,Normal,0.43354017827102076
18.38,987.23,90.0,1,Normal,0.4335703542826396
18.41,987.2,89.5,1,Normal,0.4335703542826396
18.24,987.2,89.6,1,Normal,0.4335703542826396
17.83,987.18,90.9,1,Normal,0.43454918673816534
17.69,987.19,91.9,1,Normal,0.43556626290318295
17.78,987.17,92.8,1,Normal,0.4450133150495983
17.74,987.15,93.0,1,Normal,0.45128209765168037
17.7,987.15,93.2,1,Normal,0.4522170880549515
17.69,987.08,93.3,1,Normal,0.45218561425152226
